	FT01DA	FT02DA	FT04DA	FT01nDA	FT02nDA	FT04nDA
Gm5106|Gm5106	0	0	0	49	42	42
Abcb1b|Abcb1b	198	265	87	270	384	267
Rundc3b|Rundc3b	1110	558	473	353	555	442
Abcb1a|Abcb1a	139	201	1091	396	1046	953
Gm31157|Gm31157	0	0	0	0	17	9
Abcb4|Abcb4	514	1067	310	538	523	347
Gm31388|Gm31388	0	0	0	24	24	34
Crot|Crot	1731	905	1847	3393	3406	3042
Dmtf1|Dmtf1	2187	1471	1887	4316	5173	4198
Tmem243|Tmem243	8	0	13	66	134	100
LOC108169023|LOC108169023	1993	3836	1686	1988	3495	2658
9330182L06Rik|9330182L06Rik	3977	2927	7590	3543	4504	4566
Mir879|Mir879	0	0	0	0	0	0
Grm3|Grm3	1809	565	1357	4604	6356	4593
Sema3d|Sema3d	284	300	500	770	852	1005
Sema3a|Sema3a	1206	0	0	532	388	492
Sema3e|Sema3e	1533	2690	2247	1677	3019	2543
Gm3510|Gm3510	0	0	77	164	148	150
Pclo|Pclo	4101	3304	3805	7805	8817	6759
Hgf|Hgf	141	75	0	139	59	203
Gm31113|Gm31113	31	0	0	25	72	84
Cd36|Cd36	118	0	0	142	306	200
Sema3c|Sema3c	970	1191	471	723	774	1153
Cacna2d1|Cacna2d1	18244	21084	15311	10493	15012	14354
4921504A21Rik|4921504A21Rik	1228	150	675	1063	928	642
Gnai1|Gnai1	3167	5290	4179	4260	4563	4253
Magi2|Magi2	3657	3329	5601	9294	6708	6615
Phtf2|Phtf2	2695	2605	3081	2080	2425	2673
Gm42219|Gm42219	940	348	668	421	438	424
Tmem60|Tmem60	5361	3514	3297	2603	3242	2467
Rsbn1l|Rsbn1l	5655	2332	2258	2480	3731	2394
A630072M18Rik|A630072M18Rik	608	1608	797	842	650	726
Ptpn12|Ptpn12	1597	1455	1086	2286	3409	2412
Gm42222|Gm42222	0	0	0	0	0	0
Gsap|Gsap	962	0	188	1195	1278	960
Ccdc146|Ccdc146	0	19	0	124	73	104
LOC108169029|LOC108169029	0	0	0	32	42	46
Gm42221|Gm42221	303	7	282	34	48	32
Fgl2|Fgl2	4562	2906	4527	472	1414	1195
Fam185a|Fam185a	870	871	1052	1064	1473	985
Fbxl13|Fbxl13	0	0	59	63	99	49
Lrrc17|Lrrc17	0	0	0	20	15	54
Napepld|Napepld	951	533	944	980	976	987
Armc10|Armc10	1411	534	562	927	906	663
Pmpcb|Pmpcb	1906	0	851	940	1070	924
Dnajc2|Dnajc2	781	1100	846	1114	1363	1110
Slc26a5|Slc26a5	0	0	18	31	64	51
Psmc2|Psmc2	4411	1889	2064	2586	3369	2244
Reln|Reln	696	0	1238	945	1234	1403
LOC102635844|LOC102635844	1045	505	855	1369	1716	698
LOC108169030|LOC108169030	45	0	29	159	153	108
A930003O13Rik|A930003O13Rik	921	58	266	922	627	642
Orc5|Orc5	667	523	1838	1408	1894	1272
Gm15421|Gm15421	26	10	7	146	140	122
6030443J06Rik|6030443J06Rik	319	12	0	220	183	61
Gm42225|Gm42225	24	0	109	17	15	58
Lhfpl3|Lhfpl3	4515	4562	3544	2799	4091	3397
AI506816|AI506816	112	0	35	12	0	26
Gm42226|Gm42226	21	0	22	13	8	43
Gm29779|Gm29779	805	0	478	352	416	585
Kmt2e|Kmt2e	15629	8642	11015	14943	18006	10921
Srpk2|Srpk2	8549	5106	8312	10189	13572	10697
5031425E22Rik|5031425E22Rik	3221	1627	2938	2808	2347	2362
Pus7|Pus7	3106	1805	1170	2748	1986	1851
Rint1|Rint1	1335	254	522	1162	1350	1065
Gm42228|Gm42228	7	10	0	0	1	4
2700038G22Rik|2700038G22Rik	684	770	377	445	404	337
Snord93|Snord93	0	18	0	2	1	3
Tomm7|Tomm7	1369	706	981	333	465	477
Fam126a|Fam126a	1487	317	1518	1713	1875	1876
Gm6745|Gm6745	805	1092	343	303	614	308
LOC102636299|LOC102636299	18	5	16	18	6	9
Klhl7|Klhl7	5046	3892	5213	3466	4902	4279
Nupl2|Nupl2	178	260	279	590	405	331
Kcnh2|Kcnh2	6833	2595	4526	2827	967	3264
Nos3|Nos3	416	589	450	464	172	594
Atg9b|Atg9b	2145	67	2110	1279	415	912
Abcb8|Abcb8	5596	3888	4139	5144	2420	3713
Cdk5|Cdk5	9605	2795	4996	8826	8020	6812
Asic3|Asic3	0	0	0	157	173	73
Slc4a2|Slc4a2	3838	821	1279	4282	1685	3319
Fastk|Fastk	4308	1565	3628	5840	888	5030
Tmub1|Tmub1	5634	2392	4350	2717	2858	2334
Agap3|Agap3	1078	440	1335	2603	1715	2241
Abcf2|Abcf2	4158	485	1635	3040	2555	2180
Gm33591|Gm33591	10	0	27	0	0	0
Crygn|Crygn	0	0	13	0	12	9
Wdr86|Wdr86	344	253	473	754	751	642
Gm42231|Gm42231	0	0	0	0	0	0
Nub1|Nub1	1889	970	1949	3475	3093	2901
Smarcd3|Smarcd3	530	254	256	1104	917	781
Chpf2|Chpf2	12624	10956	12072	6888	1724	7279
Mir671|Mir671	1	1	1	1	1	1
Rheb|Rheb	3523	2624	2950	2095	2654	2309
Prkag2|Prkag2	750	1627	986	1828	2075	2548
Gm42232|Gm42232	0	0	0	7	0	3
Prkag2os1|Prkag2os1	162	276	142	303	268	294
1500035N22Rik|1500035N22Rik	91	35	67	101	82	84
2900005J15Rik|2900005J15Rik	549	286	640	748	320	570
Galnt11|Galnt11	3410	2459	3522	2872	3032	3053
1700096K18Rik|1700096K18Rik	155	481	196	220	160	160
Xrcc2|Xrcc2	1054	51	1057	318	245	391
Kmt2c|Kmt2c	5122	5708	6437	10962	10553	11027
4831440E17Rik|4831440E17Rik	2653	768	1441	1531	1335	1352
Gm21671|Gm21671	0	0	29	125	153	110
Gm21663|Gm21663	4	26	13	165	295	168
Gm7347|Gm7347	51	37	94	180	243	197
Gm42237|Gm42237	0	0	116	21	40	6
Actr3b|Actr3b	1915	69	1968	1418	1419	1557
LOC108169033|LOC108169033	0	0	0	109	98	87
Gm10471|Gm10471	91	0	93	334	518	258
5031410I06Rik|5031410I06Rik	0	0	60	38	67	77
LOC108169032|LOC108169032	0	0	0	667	1210	503
Gm1979|Gm1979	0	0	0	107	127	66
Gm5862|Gm5862	12	0	13	34	56	27
Gm21680|Gm21680	5	153	197	1033	1664	1005
Gm21698|Gm21698	103	18	28	273	587	301
Gm5067|Gm5067	67	166	533	2022	994	1441
Speer4a|Speer4a	0	79	101	258	339	298
Gm10220|Gm10220	31	0	0	177	183	150
LOC108169034|LOC108169034	0	0	0	66	48	40
Gm7361|Gm7361	0	8	0	80	70	69
Htr5a|Htr5a	2106	498	657	413	242	266
Paxip1|Paxip1	1078	264	1020	3060	2416	2368
LOC108169119|LOC108169119	0	0	0	344	129	193
Gm16058|Gm16058	0	0	0	5	2	13
Dpp6|Dpp6	29633	13654	38193	18769	15635	20331
Gm34600|Gm34600	8	0	18	42	17	50
Speer4b|Speer4b	185	149	131	334	347	285
En2|En2	30	0	120	40	57	58
Cnpy1|Cnpy1	3019	1464	3590	903	890	829
Gm26608|Gm26608	0	0	0	0	0	0
Gm35055|Gm35055	0	0	3	13	0	4
Gm35223|Gm35223	0	87	0	15	6	0
Insig1|Insig1	16709	8992	17122	4774	3712	6110
Rbm33|Rbm33	1243	1406	1223	4681	4446	4061
Gm35602|Gm35602	91	330	159	51	51	52
Rnf32|Rnf32	861	816	876	1201	1081	1082
Gm7420|Gm7420	134	0	30	139	143	117
Shh|Shh	830	2136	1761	370	292	724
9530036O11Rik|9530036O11Rik	114	114	101	66	47	26
Lmbr1|Lmbr1	6553	3841	5837	4685	5549	4131
Gm36086|Gm36086	0	0	0	0	6	0
Nom1|Nom1	2734	390	1336	2305	2394	1649
Mnx1|Mnx1	0	0	0	0	0	0
Gm42244|Gm42244	0	519	197	126	209	169
Gm42245|Gm42245	169	19	0	31	34	25
Ube3c|Ube3c	4055	3060	3126	3170	3443	3098
LOC102640024|LOC102640024	0	0	3	2	8	16
Dnajb6|Dnajb6	2861	1700	1805	2362	2610	2253
Gm5129|Gm5129	120	87	23	35	21	13
Adgrf3|Adgrf3	0	0	0	11	9	3
A230098N10Rik|A230098N10Rik	0	0	0	0	0	0
Il6|Il6	0	0	0	0	10	0
Tyms|Tyms	2479	2094	1778	2171	2839	1913
Gm4961|Gm4961	0	0	0	0	0	5
Gareml|Gareml	6	48	0	343	334	443
Hadhb|Hadhb	7680	3363	3864	4535	6409	3660
3110082J24Rik|3110082J24Rik	0	50	0	62	76	100
Hadha|Hadha	3200	1986	1485	1896	2533	1606
Mir1960|Mir1960	0	0	3	0	0	1
Drc1|Drc1	0	45	110	487	265	362
Otof|Otof	639	0	273	1339	292	1378
Ept1|Ept1	10052	3709	6639	3075	4579	5931
Gm9899|Gm9899	0	0	9	239	208	61
Kcnk3|Kcnk3	2307	1148	1259	1503	1593	1506
Mir5625|Mir5625	2	1	1	2	1	1
Slc35f6|Slc35f6	12655	3790	6921	5080	4558	4810
LOC108169036|LOC108169036	20	0	0	4	3	3
Mapre3|Mapre3	2987	892	2449	4874	2210	5128
Dpysl5|Dpysl5	1349	872	2307	3196	780	1696
Tmem214|Tmem214	7939	2445	7009	5980	2236	6317
Gm35795|Gm35795	0	0	13	9	3	6
Agbl5|Agbl5	1181	0	520	391	240	439
Ost4|Ost4	644	148	239	151	344	222
Khk|Khk	1029	233	878	724	665	661
Cgref1|Cgref1	5718	3361	3415	1659	1877	1595
Preb|Preb	4208	1854	1961	3778	3867	3044
Abhd1|Abhd1	194	82	70	115	80	61
Cad|Cad	177	0	141	597	249	537
Slc5a6|Slc5a6	4921	3580	4610	3840	3118	4561
Atraid|Atraid	10539	6295	8909	6477	11089	6959
Slc30a3|Slc30a3	2848	625	3623	1842	1323	3124
Trim54|Trim54	0	65	0	8	0	10
Gm40273|Gm40273	0	0	0	0	0	0
Mpv17|Mpv17	1710	1634	1593	1133	2488	1662
Ucn|Ucn	104	550	92	244	494	706
Gtf3c2|Gtf3c2	4047	1122	1186	4194	4014	3406
Zfp513|Zfp513	379	119	281	326	162	432
LOC108169037|LOC108169037	0	0	0	12	33	16
Eif2b4|Eif2b4	4319	3180	3065	2216	2414	1956
Snx17|Snx17	4737	1793	3073	2800	2704	2365
Ppm1g|Ppm1g	3488	86	1499	1769	1299	1500
Gm9970|Gm9970	106	47	315	36	79	16
Nrbp1|Nrbp1	9136	3177	4070	3873	3326	3271
LOC108169038|LOC108169038	110	0	90	128	57	42
Krtcap3|Krtcap3	155	0	273	203	118	77
Ift172|Ift172	1575	84	1325	1413	1203	1479
Fndc4|Fndc4	12883	5602	7092	8041	4849	6942
Zfp512|Zfp512	1823	809	1531	2620	2426	2085
Supt7l|Supt7l	743	36	595	533	1212	413
Gpn1|Gpn1	1810	352	1471	1959	2081	1522
Slc4a1ap|Slc4a1ap	1260	1901	1739	2802	1836	1786
AI839979|AI839979	120	0	0	89	52	88
Fosl2|Fosl2	262	81	48	173	168	526
Gm38424|Gm38424	69	125	169	246	220	101
Rbks|Rbks	177	379	218	339	364	204
Mir3473e|Mir3473e	0	0	0	9	6	6
Bre|Bre	2221	374	1490	1057	1299	797
Mrpl33|Mrpl33	590	363	244	279	425	247
Ppp1cb|Ppp1cb	3508	932	3024	1589	2364	1975
Gm15614|Gm15614	0	0	0	38	71	68
Yes1|Yes1	677	1197	1070	725	741	860
Pisd|Pisd	2330	1988	2461	3369	2240	2642
Prr14l|Prr14l	3129	2593	3753	4916	5607	4619
Depdc5|Depdc5	532	269	1799	3680	2775	3370
Ywhah|Ywhah	14359	6570	10870	7064	9312	6233
Ctbp1|Ctbp1	1705	459	1550	1977	1401	1510
Maea|Maea	2689	549	2340	2623	1712	1678
Uvssa|Uvssa	1708	1706	1681	2964	3359	2941
Gm9903|Gm9903	51	0	0	146	166	223
Fam53a|Fam53a	201	178	703	671	511	833
Slbp|Slbp	2297	1222	1309	1647	1827	1102
Tmem129|Tmem129	6034	3554	3591	4835	4699	4543
Tacc3|Tacc3	163	6	224	655	486	529
Fgfr3|Fgfr3	576	398	1998	5615	2888	7565
Letm1|Letm1	9364	2958	9125	5155	4511	5335
Whsc1|Whsc1	8481	7562	4453	6622	7743	5356
Nelfa|Nelfa	897	166	858	2086	1431	1500
Mir7024|Mir7024	0	13	16	19	15	7
Gm30802|Gm30802	271	115	92	103	39	85
Gm1673|Gm1673	9989	3288	6593	2801	2601	2611
Poln|Poln	76	0	29	88	73	52
4930557J02Rik|4930557J02Rik	0	0	0	0	3	2
Haus3|Haus3	1494	361	382	1230	1198	1389
Nat8l|Nat8l	13768	4721	8714	6356	4787	7321
Mxd4|Mxd4	125	294	159	543	282	477
Zfyve28|Zfyve28	968	1026	2248	5741	4365	4292
Cfap99|Cfap99	189	0	20	135	72	125
Rnf4|Rnf4	2422	1636	2793	2712	2952	2714
Fam193a|Fam193a	2716	655	1470	2753	3064	2083
Tnip2|Tnip2	1070	1014	1363	3181	2244	2835
Sh3bp2|Sh3bp2	145	191	0	728	232	424
Add1|Add1	3542	2709	4571	7671	7557	6341
Mir7036b|Mir7036b	0	0	0	8	15	5
Mfsd10|Mfsd10	3303	2386	3838	3799	1286	3128
Nop14|Nop14	3399	2481	2027	1656	1968	1489
Grk4|Grk4	305	108	314	699	509	474
Mir467g|Mir467g	0	0	0	0	0	0
LOC108169039|LOC108169039	0	325	199	144	171	67
Rgs12|Rgs12	300	334	105	685	478	839
Mir3097|Mir3097	0	0	0	0	1	0
Dok7|Dok7	2234	0	537	2409	954	1790
Htt|Htt	3083	2565	3419	4485	3125	3996
Msantd1|Msantd1	12	0	16	395	348	187
Trmt44|Trmt44	1263	389	1390	794	400	682
4931431C16Rik|4931431C16Rik	0	0	0	15	40	17
Acox3|Acox3	2471	682	772	2094	1382	1760
Lrpap1|Lrpap1	33803	17617	35694	31353	37874	26991
Ablim2|Ablim2	5800	1608	5199	8916	3071	6246
Afap1|Afap1	603	1322	2380	3340	3231	3299
2210406O10Rik|2210406O10Rik	64	132	73	75	82	28
Gm32183|Gm32183	0	0	0	0	0	0
Gm32119|Gm32119	0	0	0	0	0	4
Gm31945|Gm31945	0	0	0	0	6	14
Psapl1|Psapl1	0	6	0	4	0	27
Mir7689|Mir7689	0	0	0	1	0	0
Sorcs2|Sorcs2	3100	3515	2273	3524	1174	4246
Grpel1|Grpel1	2836	717	1780	1064	1487	899
Tada2b|Tada2b	0	64	334	346	320	175
Tbc1d14|Tbc1d14	958	200	1238	2937	2836	2790
Gm32528|Gm32528	0	0	125	145	211	240
D5Ertd579e|D5Ertd579e	2807	1273	1580	2887	2736	2662
Gm32584|Gm32584	0	0	0	7	4	3
Bloc1s4|Bloc1s4	1275	249	1010	756	1082	687
Mrfap1|Mrfap1	8874	4434	4597	3280	4424	3301
Man2b2|Man2b2	4099	2260	6300	3620	1617	3942
Ppp2r2c|Ppp2r2c	2781	2161	1923	3387	1823	3676
Ppp2r2cos|Ppp2r2cos	0	0	0	19	10	11
Wfs1|Wfs1	7639	1581	6558	2741	1266	2805
Jakmip1|Jakmip1	3271	1689	3103	6043	2955	4343
Gm1043|Gm1043	622	130	1022	2847	4217	2249
Crmp1|Crmp1	3213	2114	4474	3898	2654	3308
Evc|Evc	0	5	39	802	480	773
Evc2|Evc2	0	0	646	353	199	882
Msx1|Msx1	0	0	0	160	58	187
Msx1os|Msx1os	0	0	52	46	5	63
Stk32b|Stk32b	267	66	44	161	74	123
Zbtb49|Zbtb49	669	25	249	992	728	928
Lyar|Lyar	8	0	33	388	374	506
Stx18|Stx18	1507	69	631	1268	1773	941
Nsg1|Nsg1	72511	32705	59603	28859	27542	33794
Gm26560|Gm26560	0	0	0	6	0	14
Drd5|Drd5	537	472	661	415	173	359
Tmem128|Tmem128	3235	3291	3130	1215	2136	1441
Wdr1|Wdr1	6902	1882	3963	3003	3230	2835
Zfp518b|Zfp518b	944	745	1349	813	564	891
Clnk|Clnk	0	0	6	20	8	17
Gm34720|Gm34720	0	0	42	61	0	77
Gm40291|Gm40291	0	0	0	27	35	29
Hs3st1|Hs3st1	8559	2065	4299	3260	3526	3665
Rab28|Rab28	3956	2416	2216	1644	1965	1662
Bod1l|Bod1l	2589	1476	2531	3657	6375	3479
LOC108169043|LOC108169043	0	0	0	0	0	4
Cpeb2|Cpeb2	4864	2113	2149	2597	4185	3399
Gm7854|Gm7854	167	141	197	356	113	208
Cc2d2a|Cc2d2a	1353	640	1147	2055	2092	1588
Gm35762|Gm35762	0	0	88	20	19	21
Fbxl5|Fbxl5	3706	3610	3161	3509	4151	3836
Cd38|Cd38	461	2395	778	3316	7731	3112
Prom1|Prom1	0	0	323	208	514	412
Gm35959|Gm35959	385	774	815	299	327	204
Tapt1|Tapt1	1421	1845	1921	2133	3383	2184
Ldb2|Ldb2	657	0	214	488	581	497
Lap3|Lap3	255	1120	1318	1693	2290	1164
Qdpr|Qdpr	5745	5162	5697	9205	12304	6459
1600023N17Rik|1600023N17Rik	540	0	198	247	244	107
Med28|Med28	6101	3670	3246	2559	3377	2021
Fam184b|Fam184b	1112	58	282	1704	1648	1588
9630001P10Rik|9630001P10Rik	612	0	132	103	175	151
Gm7931|Gm7931	2	3	9	3	11	3
Ncapg|Ncapg	109	84	17	64	63	49
Lcorl|Lcorl	5003	3128	2038	2288	2627	2517
Gm36401|Gm36401	300	176	181	223	252	248
Gm3414|Gm3414	832	1128	603	841	834	683
Slit2|Slit2	9487	5306	5320	4684	2766	5723
Mir218-1|Mir218-1	5	3	3	3	6	21
Pacrgl|Pacrgl	230	254	428	433	347	279
Kcnip4|Kcnip4	3235	2006	3838	2118	2260	1639
5730480H06Rik|5730480H06Rik	259	370	342	316	408	191
Adgra3|Adgra3	989	158	507	571	834	683
Mir6417|Mir6417	0	0	0	0	0	0
Gm40302|Gm40302	304	78	55	191	338	178
Ppargc1a|Ppargc1a	1636	545	1189	2134	2663	1874
Sod3|Sod3	596	373	301	1812	1979	1850
Dhx15|Dhx15	1486	2258	1972	1753	2692	2243
C130083M11Rik|C130083M11Rik	0	0	0	6	14	0
9230114K14Rik|9230114K14Rik	502	495	225	357	401	236
Ccdc149|Ccdc149	588	691	224	890	628	762
Gm3519|Gm3519	0	0	0	5	11	19
8030423F21Rik|8030423F21Rik	208	0	150	16	25	19
Lgi2|Lgi2	6154	1723	2990	3608	3138	3644
Pi4k2b|Pi4k2b	228	0	320	245	360	212
Sepsecs|Sepsecs	624	1338	820	644	758	618
Zcchc4|Zcchc4	490	102	600	937	1350	889
Slc34a2|Slc34a2	0	0	0	0	15	41
Gm30464|Gm30464	141	0	36	198	114	99
Anapc4|Anapc4	3535	2778	3093	3621	4245	3320
Sel1l3|Sel1l3	784	288	1328	1818	1596	1724
Smim20|Smim20	1733	2079	1060	857	888	596
Rbpj|Rbpj	1044	459	89	833	855	684
Gm40304|Gm40304	0	0	0	6	0	0
Cckar|Cckar	471	124	835	214	115	102
Tbc1d19|Tbc1d19	4313	2306	3258	3830	5513	3902
Gm8069|Gm8069	0	7	2	3	3	5
Stim2|Stim2	3163	1995	3216	2429	2111	3297
4932441J04Rik|4932441J04Rik	0	0	0	15	12	0
Pcdh7|Pcdh7	20979	12309	11637	10935	16056	10273
Arap2|Arap2	2886	4069	2678	3396	5204	2703
Nwd2|Nwd2	7223	7126	6159	1841	1473	1361
0610040J01Rik|0610040J01Rik	31	181	12	450	532	310
Rell1|Rell1	13	900	778	1436	1430	1273
Pgm1|Pgm1	95	19	387	902	999	785
Tbc1d1|Tbc1d1	861	386	1381	2003	1482	1900
LOC108169045|LOC108169045	0	0	0	0	0	0
Gm38634|Gm38634	0	0	0	20	28	20
Gm38457|Gm38457	178	278	275	360	143	335
Klf3|Klf3	1179	1008	1974	1892	1701	1639
Gm31684|Gm31684	179	0	0	63	58	107
Klhl5|Klhl5	2202	757	602	2275	3062	1455
Wdr19|Wdr19	604	889	740	1485	1600	1073
Klb|Klb	92	0	0	62	80	51
Rfc1|Rfc1	1711	2533	2164	2094	2592	1665
Rpl9|Rpl9	4130	1957	2605	1174	1892	1200
Lias|Lias	1527	1533	849	1271	2487	1234
Ugdh|Ugdh	1983	3508	1564	2384	2391	1401
Smim14|Smim14	11099	6475	8731	5843	6429	5439
Ube2k|Ube2k	5642	1222	1672	1770	1696	2167
Gm40309|Gm40309	10338	8327	10044	10386	10649	8425
LOC108169121|LOC108169121	226	0	0	6	15	52
Pds5a|Pds5a	2944	1762	2551	3056	4233	2894
N4bp2|N4bp2	1397	1484	2492	1703	1468	1616
Rbm47|Rbm47	356	0	55	243	459	260
LOC102635521|LOC102635521	0	0	0	0	6	0
1700126H18Rik|1700126H18Rik	0	0	0	0	0	0
Gm40311|Gm40311	0	0	0	0	0	0
Nsun7|Nsun7	410	521	307	1951	2671	1708
Apbb2|Apbb2	4495	1504	3374	5412	5505	4237
Uchl1os|Uchl1os	244	20	117	108	62	73
Uchl1|Uchl1	20390	8288	11554	7829	7486	6731
Gm33167|Gm33167	0	0	0	0	4	0
Phox2b|Phox2b	0	0	0	0	0	0
Limch1|Limch1	4376	4388	4420	9604	8442	8851
Gm33040|Gm33040	36	229	44	311	284	361
Tmem33|Tmem33	11314	9995	11322	5489	9563	7579
Slc30a9|Slc30a9	6548	2144	3566	3923	4312	3873
Bend4|Bend4	1859	1662	2343	1450	2600	1489
Gm33345|Gm33345	0	0	0	9	2	0
Atp8a1|Atp8a1	19656	11810	16018	17348	21198	23790
LOC108169046|LOC108169046	468	0	508	1990	2585	1306
Kctd8|Kctd8	689	1006	396	444	311	373
Guf1|Guf1	9106	7804	9622	5869	5324	4933
Gnpda2|Gnpda2	1434	809	768	921	1249	797
Gabrg1|Gabrg1	3443	3632	4858	3487	5254	4617
Gabra2|Gabra2	3710	3603	2059	4158	4018	5958
Commd8|Commd8	1041	1624	571	740	1203	756
Atp10d|Atp10d	463	106	358	463	439	534
Gabra4|Gabra4	7056	4435	8079	4855	3686	4959
Gm38562|Gm38562	24	0	6	45	70	38
Gabrb1|Gabrb1	10244	10001	11548	11822	14490	13979
Zar1|Zar1	781	388	288	84	42	41
Nfxl1|Nfxl1	453	563	938	867	1059	967
Cnga1|Cnga1	0	0	0	0	5	0
Txk|Txk	0	0	0	9	0	0
Tec|Tec	0	0	0	39	50	76
Slain2|Slain2	1562	563	2013	1181	1065	1346
Gm5868|Gm5868	24	27	41	58	21	28
Nipal1|Nipal1	55	0	0	0	0	30
Slc10a4|Slc10a4	69575	51376	107314	2730	3195	2018
Fryl|Fryl	6458	3673	5667	12478	14418	10434
1700071G01Rik|1700071G01Rik	0	0	0	5	0	0
Gm34496|Gm34496	0	0	0	0	0	0
Gm34583|Gm34583	38	0	22	83	84	10
Cwh43|Cwh43	197	102	161	112	72	21
Ociad2|Ociad2	1447	559	1770	2259	2504	2246
Dcun1d4|Dcun1d4	2656	1759	1593	2183	2515	2602
Ociad1|Ociad1	44464	21290	34764	18955	24488	22612
Sgcb|Sgcb	5713	3441	7891	5534	8424	6148
Usp46|Usp46	1826	1486	2351	1365	1318	1625
LOC102634340|LOC102634340	0	0	0	18	7	50
LOC108169050|LOC108169050	0	0	0	11	0	0
Dancr|Dancr	4087	1705	1872	1213	1678	1310
Snora26|Snora26	1	1	1	1	1	1
Rasl11b|Rasl11b	261	343	210	201	191	222
Scfd2|Scfd2	1859	1382	1978	1630	1205	1150
Gm32064|Gm32064	481	410	137	268	266	259
Fip1l1|Fip1l1	2728	2437	2245	3056	3530	2341
Lnx1|Lnx1	2413	1811	1379	1859	1529	968
Gm32304|Gm32304	0	0	130	172	237	136
Gm15984|Gm15984	0	0	38	0	6	0
Chic2|Chic2	715	743	513	331	611	583
Pdgfra|Pdgfra	183	0	557	3322	4935	5401
Mir7025|Mir7025	0	0	1	1	1	1
Kit|Kit	1545	1125	1783	2122	1750	5018
Kdr|Kdr	0	0	18	302	196	262
Gm32727|Gm32727	0	0	0	0	0	0
Srd5a3|Srd5a3	999	935	1166	1308	1630	1251
Gm33832|Gm33832	0	0	134	16	24	40
Pdcl2|Pdcl2	85	0	9	30	34	15
4930432L08Rik|4930432L08Rik	0	0	0	0	11	16
Gm34175|Gm34175	0	0	0	0	0	0
Nmu|Nmu	186	0	6	30	26	5
Clock|Clock	3052	4166	2489	5025	5743	4743
Tmem165|Tmem165	2215	1882	1886	1252	1538	1528
Gm7467|Gm7467	806	835	1049	414	184	251
Exoc1|Exoc1	2266	1953	1351	2415	3152	1948
Cep135|Cep135	1064	2099	488	1277	1253	1213
C530008M17Rik|C530008M17Rik	395	0	636	1747	1151	1748
Gm34369|Gm34369	31	0	60	144	192	125
A730089K16Rik|A730089K16Rik	56	251	457	431	173	278
Aasdh|Aasdh	751	452	456	1191	1435	1223
Gm42102|Gm42102	0	0	0	0	0	0
Paics|Paics	2708	1634	2873	2119	3036	1952
Ppat|Ppat	1321	15	912	365	693	697
Srp72|Srp72	4774	2625	2654	2104	3148	2048
Hopx|Hopx	263	101	90	54	86	76
Hopxos|Hopxos	0	0	0	0	0	0
Rest|Rest	96	331	448	461	663	416
Mir5098|Mir5098	0	0	0	0	0	0
Noa1|Noa1	1742	225	419	642	434	697
Igfbp7|Igfbp7	0	0	42	491	331	393
Gm34648|Gm34648	0	0	0	254	367	80
Polr2b|Polr2b	4926	689	2694	1762	1977	1874
Adgrl3|Adgrl3	13359	9882	13600	9033	10704	12069
LOC108169123|LOC108169123	0	0	0	0	0	0
Stap1|Stap1	285	237	194	61	325	102
Cenpc1|Cenpc1	1732	2077	1424	1951	2576	1546
Epha5|Epha5	35132	25611	33469	13867	14679	13446
Gm42163|Gm42163	67	0	0	8	12	0
Gnrhr|Gnrhr	0	0	0	0	4	28
Uba6|Uba6	3543	2538	1219	1131	1614	1719
Jchain|Jchain	60	81	0	278	71	1448
Ythdc1|Ythdc1	2996	2405	1790	3071	5524	2828
Utp3|Utp3	476	330	969	1338	1341	919
Grsf1|Grsf1	1103	159	901	1138	1733	1180
Rufy3|Rufy3	14150	9071	11512	10366	11636	9781
Gm42107|Gm42107	16	42	0	16	13	4
Mob1b|Mob1b	562	255	770	449	328	527
Dck|Dck	2098	840	940	743	758	586
Slc4a4|Slc4a4	2437	2248	1852	5344	7807	5717
Gm35855|Gm35855	92	0	0	129	284	123
Adamts3|Adamts3	784	1238	236	1083	1982	1740
Gm42162|Gm42162	5	257	0	84	184	222
Cox18|Cox18	1087	640	799	948	949	801
Gm9958|Gm9958	92	3	178	236	257	109
Rassf6|Rassf6	158	0	0	74	126	81
Ankrd17|Ankrd17	4366	3591	4669	5013	6409	4351
Cxcl5|Cxcl5	184	0	84	52	69	26
Mthfd2l|Mthfd2l	487	42	430	225	229	313
Btc|Btc	6	386	172	75	126	176
Gm36222|Gm36222	0	0	0	0	0	0
Parm1|Parm1	10094	7449	7501	3901	3551	3359
Rchy1|Rchy1	2736	1875	2920	2419	3286	2103
Thap6|Thap6	130	168	170	161	234	81
Cdkl2|Cdkl2	2575	778	1967	1785	2031	1881
LOC108169054|LOC108169054	0	0	0	16	27	3
Uso1|Uso1	1665	375	2663	1591	1959	1272
Naaa|Naaa	2000	1133	2048	1682	1990	1890
G3bp2|G3bp2	22986	8463	11978	7715	9223	7131
Gm42111|Gm42111	0	198	60	0	25	19
LOC108169096|LOC108169096	518	136	337	181	131	171
LOC105246914|LOC105246914	60	53	233	22	100	35
Sdad1|Sdad1	2800	1921	1110	2084	1783	1687
Art3|Art3	37	7	10	687	936	501
Cxcl10|Cxcl10	0	190	109	66	108	174
Cxcl11|Cxcl11	129	0	19	4	0	1
Nup54|Nup54	1634	1036	763	955	762	828
Gm42114|Gm42114	187	44	71	48	59	81
Stbd1|Stbd1	1262	1555	1234	109	76	78
Ccdc158|Ccdc158	0	0	0	33	8	26
