gene_id,CRV01DA,CRV02DA,CRV03DA,CRV04DA,FT01DA,FT01nDA,FT02DA,FT02nDA,FT03DA,FT03nDA,FT04DA,FT04nDA,MN01DA,MN02DA,MN03DA
Stau2|Stau2,3098,2403,3965,2579,3728,3326,2220,3182,2639,2382,2376,2349,3077,2296,3292
LOC102634042|LOC102634042,0,0,31,0,0,68,0,69,0,52,0,83,0,75,10
Tmem70|Tmem70,975,2435,2472,1907,2611,1611,2207,2051,1108,764,1926,1585,4342,1147,4547
Ly96|Ly96,228,92,260,213,62,104,81,289,85,132,258,156,45,0,60
Tceb1|Tceb1,3032,3406,2875,2099,2507,2015,2304,2215,970,1180,2580,2283,1554,1795,3010
Jph1|Jph1,198,119,65,446,729,945,218,618,252,886,188,657,102,40,33
Gm28784|Gm28784,53,0,0,60,5,21,0,16,0,20,0,7,0,0,0
Gm28154|Gm28154,0,9,12,46,50,25,0,63,0,25,27,19,0,0,82
Pi15|Pi15,210,113,63,73,18,90,0,84,55,76,38,57,0,67,18
Gdap1|Gdap1,6555,7363,8179,5049,6797,5246,4745,7131,4580,4304,7087,4171,7135,5688,10974
Tfap2b|Tfap2b,13,0,61,0,0,19,0,146,0,28,0,57,0,0,0
Crispld1|Crispld1,41,334,333,16,185,308,422,269,148,242,346,343,571,194,26
Gm16070|Gm16070,11,8,81,151,89,66,0,53,24,83,72,52,21,0,17
Gm28153|Gm28153,64,156,71,133,122,68,0,99,30,61,86,25,40,95,133
Paqr8|Paqr8,2159,10113,7909,2895,7178,5668,5926,7276,3194,4264,6430,7625,5897,1891,4505
6720483E21Rik|6720483E21Rik,164,86,139,0,306,297,0,213,0,68,8,202,245,11,0
Tmem14a|Tmem14a,1524,1677,1637,968,1783,857,1302,1387,596,526,1458,814,1424,776,2896
Gm28836|Gm28836,0,49,22,0,0,38,0,18,0,33,0,29,0,0,179
Gsta3|Gsta3,176,196,197,167,124,200,116,242,69,138,23,162,359,188,32
Gm32947|Gm32947,24,257,54,180,119,59,0,37,19,122,71,33,0,5,0
Kcnq5|Kcnq5,634,971,2241,508,457,1192,213,877,725,862,1442,1576,201,903,1035
Mir30c-2|Mir30c-2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Rims1|Rims1,1418,1767,2045,1628,1965,1980,1234,1598,1204,2333,1098,1435,1542,1352,1510
Ogfrl1|Ogfrl1,1837,1393,1925,1367,1133,1502,999,2087,485,2070,1187,1685,837,1378,1988
Gm26524|Gm26524,0,0,3,0,0,7,0,2,0,5,13,0,0,0,0
