	FT01DA	FT02DA	FT04DA	MN01DA	MN02DA	MN03DA	CRV01DA	CRV02DA	CRV03DA	CRV04DA
Ccdc64|Ccdc64	436.003075120953	541.976541121982	559.788125239876	844.259669974624	600.660245726487	529.432748333657	1184.20935083954	1001.20934481748	1343.83968349148	1474.535791748
Fzd10|Fzd10	0	0	0	374.212394259023	175.299985877258	0	2.87895304093891	4.73758365055591	67.6194635417925	140.480809088648
A330070K13Rik|A330070K13Rik	0	0	0	24.6432552316917	27.0683801722237	81.6960353140112	36.4667385185596	20.5295291524089	41.1934662955747	19.4827399466009
Pilra|Pilra	0	0	0	0	0	0	190.970551715615	75.8013384088945	99.4861072798786	46.1433314524757
Pds5b|Pds5b	1346.61366430586	1439.30562571545	1519.02305341474	2729.92505177741	3176.02327354091	2944.24023371923	2084.36200163977	2210.87237025942	2266.41788146973	2291.78546213963
Pole4|Pole4	264.932424118635	264.597037764741	225.97812090923	769.41719112282	873.921988417507	619.616683420552	963.489617700889	562.98285714106	668.422283286684	1069.49988233183
5031434C07Rik|5031434C07Rik	0	0	0	118.652710374812	0	0	0	0	62.1788170499241	90.2358481737303
Gm38876|Gm38876	0	0	0	303.020768034135	0	0	0	59.2197956319488	159.333218690431	0
Mug2|Mug2	0	0	0	56.5882157172181	0	0	154.503813197055	28.4255019033354	127.466574952344	287.11406237096
Gm33449|Gm33449	0	0	0	0	220.413952830964	62.5982608250216	0	337.947633739655	13.2129986231089	0
Olr1|Olr1	0	0	0	84.8823235758271	0	0	83.4896381872285	15.0023482267604	33.4211141643342	0
Plbd1|Plbd1	0	0	0	0	117.296314079636	0	31.668483450328	56.8510038066709	10.8812929837367	44.0925167212546
Ehd2|Ehd2	0	0	0	0	0	0	214.961827056772	0	411.157427742623	143.55703118548
Ccdc9|Ccdc9	454.16986991766	410.317145519237	529.782731592178	244.607126003459	532.344810053732	108.220722104275	62.3773158870098	51.3238228810223	97.9316368536305	158.938141669639
Ceacam2|Ceacam2	0	0	0	0	88.9389634230206	61.537273353411	41.2649935867911	127.125161289917	34.1983493774583	59.4736272054131
Zfp607|Zfp607	0	0	0	540.32618878376	0	0	83.4896381872285	68.6949629330606	0	0
Map4k1|Map4k1	0	0	0	0	148.231605705034	167.636020514465	655.441642320426	180.028178721124	289.131499282147	533.211830117497
Kctd15|Kctd15	9.08339739835319	0	0	31.032247328797	46.4029374380977	84.8789977288428	134.351141910483	127.125161289917	289.131499282147	237.894508821652
Il4i1|Il4i1	0	0	0	0	0	0	227.437290234174	189.503346022236	17.0991746887291	91.2612555393408
Kctd14|Kctd14	0	0	0	0	0	202.648607077612	131.472188869544	0	0	29.7368136027066
Hbb-bt|Hbb-bt	2684.14393121337	1408.62770829345	737.007481471596	206.273173420827	724.401412228081	562.323359953583	460.632486550226	428.751320375309	404.939546037631	299.418950758287
Hbb-bs|Hbb-bs	20593.5758016331	12935.8551796096	5794.79164821179	5818.54637414944	9359.21468716743	5352.68179427515	4375.0489712135	3857.97228610269	4539.83087985758	2721.43114833046
Tpcn2|Tpcn2	0	0	0	457.269291521391	28.3573506566153	27.5856742618739	269.661934834611	364.004343817712	238.611210429084	54.3465903773603
Ints10|Ints10	2597.09470614582	3479.38713427839	3117.74793370618	4381.93586545748	3213.40341758827	4585.58785230073	5242.57348754976	4628.61922659312	5000.73136124015	5096.27460708454
Bst2|Bst2	1331.47466864194	548.367773918232	1001.43001299194	187.106197129511	97.9617568137618	246.149093413644	99.8037054192156	288.99260268391	187.313686362896	216.36095414383
Klf1|Klf1	0	0	0	0	0	336.33302850054	74.8527790644117	0	41.1934662955747	27.6859988714854
2310036O22Rik|2310036O22Rik	362.578946150932	166.172052702495	249.419834696494	397.030223177256	310.641886738376	415.90708887133	1038.3423967653	536.13654978791	995.63830801191	1237.66669029196
Gm32122|Gm32122	0	0	0	0	5.15588193756641	0	26.8702283820965	71.0637547583386	138.347867936081	69.7277008615188
Fhod1|Fhod1	0	0	0	381.514099512857	0	9.54888724449481	109.400215555679	48.9550310557444	44.3024071480709	18.4573325809903
Ctcf|Ctcf	463.253267316013	617.39308811773	450.080904715479	1594.50988480613	2193.82776443451	1380.34470056531	971.16682581006	1137.80967340851	1085.7975927343	1246.89535658245
Calb2|Calb2	8780.61748507475	5444.05209584557	6555.24084347065	5098.41569349	5607.02160710347	4986.64111656951	3736.88104713871	3602.93236624777	4329.97737231409	3084.4253557566
LOC108167554|LOC108167554	0	0	0	0	134.052930376727	293.893529636118	0	0	226.952682232223	0
Osgin1|Osgin1	0	0	0	0	0	201.587619606002	9.59651013646304	142.127509516677	113.476341116111	46.1433314524757
Vps9d1|Vps9d1	851.568506095612	928.00700201547	877.657764195183	985.730209267669	1130.42711481144	814.838378196891	1903.94761107427	1465.49254257196	1554.4704262481	1613.99119347104
Oaf|Oaf	0	0	0	273.813947018797	0	0	15.3544162183409	41.0590583048178	60.624346623676	41.0162946244228
Ccdc153|Ccdc153	0	0	0	0	101.828668266937	0	92.1264973100452	0	21.7625859674734	20.5081473122114
Stra6|Stra6	0	0	0	0	110.851461657678	0	178.495088538213	390.06105389577	108.812929837367	0
Gm39386|Gm39386	0	0	0	0	0	136.867383837759	95.9651013646304	0	0	25.6351841402643
D030055H07Rik|D030055H07Rik	0	0	0	31.032247328797	154.676458126992	0	71.0141750098265	30.0046964535207	69.9511691811646	47.1687388180863
Manf|Manf	7881.36114263779	7810.08647701724	8270.23662414692	6399.94465498602	8821.71399517613	7877.83197670822	5760.78503491876	4589.92896011358	5379.24491003156	4241.08486416532
